user,item
0,105
0,107
0,75
0,13
0,120
0,110
0,11
0,19
0,3
0,73
0,17
0,6006
0,91
0,2
0,86
0,21
0,97
0,66
0,24
0,92
0,5990
0,115
0,18
0,89
0,70
0,22
0,76
0,5983
0,25
0,63
0,99
1,37961
1,152
1,161
1,174
1,133
1,162
1,140
1,135
1,136
1,143
1,36721
1,132
2,256
2,223
2,246
2,177
2,239
2,203
2,1636
2,254
2,205
2,187
2,235
2,233
2,213
2,226
2,222
2,237
2,181
2,247
2,215
2,193
2,160
3,272
3,260
3,32189
3,269
3,275
4,6988
4,282
4,288
4,289
5,410
5,549
5,335
5,2317
5,468
5,277
5,1428
5,9364
5,366
5,476
5,473
5,14961
5,368
5,536
5,397
5,458
5,311
5,513
5,208
5,320
5,329
5,544
5,524
5,11149
5,508
5,766
5,314
5,1207
5,316
5,551
5,318
5,2319
5,346
5,528
5,376
5,521
5,367
5,336
5,330
5,198
5,35448
5,343
5,296
5,416
5,317
5,355
5,351
5,405
5,401
5,197
5,326
5,40042
5,428
5,533
5,406
5,1933
5,14779
5,438
5,474
5,25844
5,129
5,130
5,484
5,331
5,353
5,31368
5,302
5,383
5,423
5,444
6,293
6,294
6,470
6,564
6,560
6,295
7,594
7,587
7,3843
7,571
7,603
7,4082
7,591
7,612
7,596
7,588
7,880
7,583
8,885
8,14788
8,19504
8,2278
8,866
8,813
8,758
8,301
8,830
8,565
8,713
8,822
8,808
8,675
8,3914
8,2938
8,873
8,893
8,881
8,566
8,3293
8,854
8,807
8,838
8,374
8,208
8,744
8,678
8,406
8,733
8,369
8,3956
8,672
8,762
8,731
8,574
8,625
8,1986
8,871
8,23286
8,22252
8,620
8,890
8,633
8,775
8,681
8,3955
8,853
8,795
8,812
8,816
8,305
8,794
8,297
8,685
8,30347
8,670
8,766
8,629
8,3195
8,802
8,879
8,763
8,665
8,702
8,657
8,638
8,25736
8,674
8,14696
8,735
8,694
8,2956
8,609
8,7897
8,10040
8,770
9,661
9,984
9,1086
9,968
9,1071
9,914
9,32296
9,15078
9,937
9,990
9,995
9,673
9,980
9,986
9,908
9,905
9,9296
9,978
9,906
9,961
9,941
9,25873
9,37508
9,901
9,1018
9,2525
9,1061
9,2965
9,932
9,139
9,924
9,1005
9,1001
9,20219
9,659
9,974
9,6751
9,888
9,2387
9,554
9,6684
9,1081
9,931
9,1014
9,1079
9,1070
9,1055
9,1017
9,1058
9,1080
9,1067
9,900
9,1020
9,959
9,3242
9,2527
9,730
9,919
9,1755
9,934
9,1051
9,3014
9,1083
